edad,nombre,nacionalidad
64," garcía, matias   ", Brasil
22, Luis    Alzate    ,  arg
19,"   soto, nicolas   ", brasileño
18, Leandro Fernández ,  br   
22,"marchet,  victor    ",  uy   
52,gustavo   rodríguez ,--
38,"   doctor riglos,   mateo      ",  chi   
21," García, Alexis ", chilena
54,angel   gutierrez     ,  arg
39,cristobal fernández ,brazil
25,"Rodríguez,    Joaquin ",Uruguay
29," Gonzalez,  Alexis  ",ch
30,"Rojas, Santiago    ",  chi   
41,"Sr. Mactas, Nicolas  ", brasileño
42,"díaz,   cristobal ",  brasilero
50, Gabriel González   ,  Otros 
64,"aristizabal,    ignacio   ",  br   
64,"antonello, agustin ",--
65,jonás gonzález    , Uruguayo
51,daniel garcía ,  brasilero
32," ALSINA, LUCAS   ", Uruguayo
25,  jorge casullo ,Chileno
45,Jonás Perez  ,  chi   
46,   Jose Fernández    , chileno
37,  nicolas    gómez  ,  chi   
45,prof. lucas gutierrez    , chileno
47,"LÓPEZ, NICOLAS    ", uruguay
57,"RODRÍGUEZ,  JOSE ",otros
28," castañeda, gaspar ",  brasilero
22,   thomas    gutierrez ,  chileno
46,"Rodríguez,  Amaro      ",Uruguay
38,   Luis Mango  ,  uruguayo
22,"   ramirez,   néstor ", Brasil
22, Tomas Fanon ,brasil
31,"lópez,   pablo    ",  arg
35,"garcía,   ernesto ", chilena
52,juan   amenabar    ,  uruguayo
47,"Casullo, Pablo    ", otros
29,"aristizabal,   alexis ",  --
33,"   soto, thomas ",brazil
35,"   Rojas,    Nicolas   ",  chi   
19,"Soto,  Matias       ", otros
53,Diego    Fertuchelli    ,  --
60,agustin garcía ,--
28,ignacio  gómez    ,ch
62, señor angel martín  ,Chileno
55,sr. matias   fernández    , argentina
65,"díaz, felipe ",  chi   
47,GABRIEL   LÓPEZ ,  arg
43,   carlos garcía , Brasil
36,cristian castro , uruguay
23,Victor  González   ,Uruguay
53,"   FABRICCI, JUAN     ", otros
40,   javier    martínez    ,ar
57,"   rodríguez, angel    ",brasil
23,Sebastian   Casullo   ,uy
26," SEPÚLVEDA, JOSE   ",  uruguayo
19,carlos    rivadavia  ,argentino
59,"  orondo, daniel    ",brazil
45,"viey, tomas    ",  brasilero
24,alexis flores ,Uruguay
57,"gutierrez, alexis ", otros
35,sr. juan martínez       ,ch
49,"  Ingeniero Contreras, Juan ",  --
32,"  fertuchelli,   alexis   ",  uruguayo
54,Doctor    Daniel Alzate ,ar
19,Leandro  Flores   , uruguay
56,"centenera, rodrigo   ",  Otros 
57,"DR. LÓPEZ,  ESTEBAN    ", brasileño
37,"  rodríguez, francisco     ", chileno
62,alexander garcía ,ch
29,"soto,    leandro ",  argentino   
32,"rivadavia, nicolas ",uy
57,   pablo  gómez , argentina
60,"señor   amenabar, alonso     ",  uruguayo
33,Ing    Eric López ,Uruguay
18,martin mango ,Uruguay
57,"DR. RIGLOS, VICENTE ",  uy   
25,"nicastro,   lucas       ", argentno
59,"  García,   Amaro ",  brasilero
58,"PÉREZ, LUIS  ",  --
50,"Fertuchelli, Pablo     ",  brasilero
46,"prof.    fernández, agustin ",  Otros 
59,   Ing.   Diego   González   ,  uy   
60,ing. ernesto gutierrez , Uruguayo
44,   licenciado  franco fernández  , brasileño
51,"Antonello, Emilio ", brasileño
34,"pérez, sebastian    ",brasil
25," FERNÁNDEZ, THOMAS ",ch
63,   sr. lucas díaz  ,otros
21,"sr.    rodríguez,    fidel ", uruguay
54,juan garcía   , brasileño
37,julián   sacado   ,argentino
28,"matas, luis ",  uruguayo
62,"castro,    renato ", otros
49,"García,  Gabriel    ",  chi   
25,"garcía, lucas    ", argentno
28,"pérez,   daniel   ",ar
22,"  guevara, camilo   ",  arg
57,  camilo  fernández   ,  --
40, rodrigo   rodríguez ,argentino
35,"   flores, amaro   ", argentina
23,alonso castro   ,  --
19, rodolfo    mendoza   ,  argentino   
39,  Dr. jorge gonzález ,uy
38,  leandro  montoya   ,otros
18,"  fernández, ignacio   ",otros
20,"soto,   angel ",  br   
23,  DAMIAN SÁNCHEZ  ,brazil
37,juan    rodríguez  , argentina
36,"silva, thomas ", chilena
58,Martin Rodríguez ,--
59,"casullo, ignacio  ",uy
47,"Fernández, Maximiliano ",ar
25,"  Dr. fanon, cristobal ",  --
35,francisco   martínez ,  brasilero
19,daniel pérez    ,  uruguayo
61,Pablo    Orondo    , Brasil
19,"licenciado pérez,   alonso ",brasil
33,lucas    contreras  ,ch
40,Dr. Francisco Ramirez   ,brazil
27," GONZÁLEZ, JORGE  ",otros
60,"sánchez,    abel ",  brasilero
38,"Ing.  Muñoz, Sebastian    ",  uruguayo
54,  Sebastian  Fertuchelli , argentina
58," guevara,  ignacio    ", chileno
36,"  cardona,  eric   ",brazil
55,"SANCHEZ,   CRISTIAN ", argentno
18,leandro garcía    ,  br   
21,   fidel amenabar  ,  arg
36, maximiliano   sacado    ,  br   
31, Benjamin Castañeda   , Uruguayo
60,DOCTOR EMILIO MATAS ,  --
47,"  Pérez, Gaspar     ",  arg
55,"   licenciado gutierrez, matias ",  chi   
61, matias lópez ,  chi   
23,"   ing. mendoza, rodolfo ", argentno
36,jose hernández  , chilena
50," Martínez,   Gustavo    ",  chi   
48,  tomas guevara  , Uruguayo
52,cristobal   gonzález ,  uy   
49,"FERNÁNDEZ, PABLO   ",ch
27,néstor   fanon    ,ch
44,julian rodríguez    ,  br   
35,"CASULLO,    LEANDRO ",brazil
56,"  sánchez,   joaquin   ",  uy   
50,Lic.    maximiliano díaz ,  chi   
26,Lic Alexander López , chilena
35,"sanchez, camilo     ",  Otros 
41,bruno sánchez    ,brasil
56,  BRUNO CASTAÑEDA , brasileño
31,ing  damian   garcía   , uruguay
48,"silva, juan ", chileno
46,martin martínez    ,brasil
51," muñoz, martín   ", Brasil
43,BRUNO  GÓMEZ    ,  arg
58,"Aristizabal, Juan   ",ar
41,"Cardona, Abel ",--
18,Dr. julio pérez ,--
25,martín castañeda ,  chi   
41,"  LIC. GONZALEZ,    LUCAS    ", Uruguayo
51,santiago gonzález ,  brasilero
45,"doctor castro, juan ", uruguay
37,Sr. Bruno Rodríguez  ,ch
34,Felipe Marchet    ,Uruguay
21,"   Londoño, Jose ",ch
39,"aristizabal, francisco  ", argentina
34,"gonzalez,  vicente ", Uruguayo
32,   ANGEL   GARCÍA ,  brasilero
23,"Castro, Sebastian ",argentino
22,RENATO SÁNCHEZ     ,ch
29,"rodríguez, andrés   ",  chileno
34, Juan García   , chilena
28,"ing soto,    agustin   ",brasil
48,"   sánchez, matias ",  Otros 
40," Orondo, Santiago ", uruguay
60,"   Sepúlveda,    Franco  ", otros
19,"Lupo, Fidel ", Brasil
63,"LÓPEZ, GUSTAVO  ",  chi   
28," Pérez, Bruno ", chilena
33,david   casullo ,  uy   
41,pablo garcía    ,  chi   
31,Pablo Amenabar   , brasileño
54,camilo    pérez  ,  br   
24,   prof.  javier fabricci ,otros
20,   Javier Fanon ,--
40,Bastian Casullo ,  --
26,MAXIMO    HERNÁNDEZ   ,otros
41,  martín fernández    ,  argentino   
47,"LICENCIADO NICASTRO, JOSE   ",  chileno
47,"   LIC. MARTÍNEZ, CRISTIAN   ", otros
19,Camilo Matas ,  chileno
44,mateo  riglos ,  br   
43,Fernando    Gómez  , brasileño
36,"   amenabar,   camilo   ",  --
61,juan flores   ,Chileno
35,"Gómez, Jorge ",argentino
53,"lic. rivadavia,    martín    ",Uruguay
22,"  centenera,   juan    ",brasil
23," mendoza, federico    ",  chi   
24,Rodolfo Castro     ,  br   
51,"MARTÍN,  ANGEL ",  chi   
29,Dr.    victor mendoza   ,Uruguay
19,"rodríguez,  gustavo ", chilena
21,   emilio castañeda ,  chileno
26,   Fernando  López  ,otros
49,"Ramirez,    Gabriel  ", Brasil
57,"pérez, jonás ",ar
27,"   rivadavia,    esteban ",Uruguay
25,"López,   Ernesto   ",  br   
34,"lic castañeda, diego ",  arg
28,   Licenciado Jorge Alsina ,brasil
48, JUAN LÓPEZ ,argentino
20,  benjamin gonzalez    ,Chileno
65,"   doctor orondo, luciano  ",brasil
27,Lucas García ,  argentino   
38,   carlos fernández ,  uruguayo
53,Carlos Mango , Brasil
64,   lucas   contreras  ,otros
59,"alzate,    jonás ", chileno
46,"DOCTOR   DÍAZ, NICOLAS     ",  uruguayo
37,Julián Cardona     ,argentino
20," soto, juan   ", Brasil
48,SR. JUAN AMENABAR    ,Uruguay
30,"  contreras, fernando    ",  Otros 
46,Señor  Alexander Antonello ,uy
59,Tomas Martínez ,Chileno
56,  bastian fernández     ,uy
33,javier gómez , chileno
29,Agustin Flores    ,  arg
38,agustin  mactas     , Brasil
25, Bastian  Martínez    ,  uy   
36,   javier  orondo ,argentino
61,   DR. MATIAS  GONZÁLEZ      , brasileño
55,"   SEPÚLVEDA,    JUAN   ", otros
37,"licenciado    gómez, pablo    ", otros
31,"  Sánchez, Damian   ", brasileño
32,mateo  hernández ,brasil
65,"riglos, julio ",  chileno
45,"Pérez,    Felipe  ",  --
57,"MATAS, LEANDRO ",  arg
49,angel rodríguez , argentina
22,"  rodríguez, emilio ", Brasil
49,   fernando rojas ,otros
45," lic  sánchez, rodolfo ",Chileno
49,javier sánchez    ,--
58,"Fabricci,    Julian ",Uruguay
61,Lic. nicolas gómez ,  br   
35,"LUPO, MATEO   ",  arg
59,"   García, Bruno    ",  argentino   
43,"Gómez,  Ignacio   ",brazil
53,"Flores, Juan ",Chileno
51,Alexis    López  , brasileño
36,"martín, francisco    ",  uruguayo
18,   Bastian   Rodríguez ,argentino
29,"gómez,    diego ",  argentino   
59,   luciano castro , chileno
52,"DÍAZ,    ABEL ", argentno
26,"orondo,    rodolfo ",  br   
61,"doctor    sánchez, sebastian   ", chilena
52,matias contreras  , chileno
35,victor   aristizabal ,  argentino   
23,"Martínez, Martín    ", Brasil
60,"sr. marchet, gaspar    ",  arg
48,DR.    LUCIANO   ANTONELLO   ,argentino
32,  Dr. luciano rodríguez ,  br   
43, jose  casullo , brasileño
23,"  ROJAS, ABEL ", chilena
21,"antonello,    thomas     ", Brasil
18,Victor Castañeda    ,--
53,"   hernández,  sebastian       ",--
59,"nicastro, matias ",  --
20,franco nicastro  , Uruguayo
50, MAXIMO CARDONA      , brasileño
43,"   gonzález, julio ", chilena
41,   david garcía    ,argentino
29,Licenciado    Nicolas  Rodríguez   , brasileño
20,gaspar sánchez    ,  chi   
26,Dr.   Luciano González  , argentina
48,   Sr.    Lucas Rivadavia  ,Uruguay
45,ESTEBAN RODRÍGUEZ   ,  brasilero
53,"  castañeda, sebastian ",--
27," Lupo,  Benjamin    ",Chileno
37,"prof.   mendoza, carlos   ",  brasilero
63," ing. gonzalez,    juan   ",Uruguay
47," Montoya, Luciano ", argentno
43,   benjamin martínez ,argentino
25, Lic.  Sebastian   Orondo     ,brazil
37,Lucas Fernández ,  Otros 
50,Doctor Francisco    Pérez    ,ar
42,"alsina,    daniel ",Uruguay
22,"   López,   Rodolfo  ", Brasil
19,GASPAR HERNÁNDEZ ,argentino
26,"   rodríguez, emilio    ", uruguay
58,Luis Marchet    ,  chileno
28,"orondo, maximiliano     ", brasileño
29,DOCTOR PABLO ROJAS    ,ch
24,Fernando   Licastro ,  chileno
34," fertuchelli,   rodrigo ",ar
24,julián  nicastro      , otros
54,"Aristizabal, Bruno   ",ar
21,"pérez,    franco    ", uruguay
20,"   aguirre, jorge ", argentina
60,  damian antonello  ,argentino
63," Matas,   Julian    ",  chi   
31,Prof. Amaro    Martínez    , argentno
25,"licenciado    garcía, federico    ", uruguay
24,"  sánchez,  sebastian ",  uruguayo
21,"mactas, vicente ",brasil
43,  Maximiliano Muñoz    , argentina
23,"LIC.  CASTAÑEDA, MATEO    ",uy
20,martín    hernández    ,brasil
47,"  fernández, ignacio  ",--
36,"  Lic.  Sanchez,    Ernesto ", argentina
61,"Sr.  Viey, Nicolas    ",  uy   
35,"martínez,  joaquin   ",  arg
49,"contreras,   julián    ",brazil
53,Dr. nicolas contreras ,  argentino   
46,"Castañeda,   Rodolfo  ",brasil
58,daniel  alzate   , brasileño
19,rodrigo fernández , uruguay
20,PABLO    RAMIREZ     ,brazil
30,Lucas Guevara   , argentina
22," Riglos,  Juan ",  argentino   
23, Nicolas Soto   , chileno
30,"Lic.  soto, nicolas ",Chileno
31,CAMILO SILVA ,  chi   
29,GASPAR MARTÍNEZ    , argentno
23,"Sr.    Gómez, Jorge  ", uruguay
26,"licenciado   nicastro, diego   ", chilena
46,daniel perez    ,  chi   
32,martín   gonzález ,  chileno
60,Mateo   Riglos   , Brasil
49,"aguirre,    luciano ",brazil
53,  eric  marchet    , brasileño
62,"  martínez,  néstor ",  br   
45,"ramirez, franco    ",  chi   
35,eric fabricci    ,  argentino   
37," silva, jorge ", otros
65,Dr.    tomas  martínez   ,ar
55,luciano   sánchez  ,uy
58,FELIPE LICASTRO   ,uy
52,martin fanon    ,  uruguayo
30, esteban ramirez ,  br   
32,VICTOR LÓPEZ     ,  argentino   
26,victor londoño   ,ch
40,"Lic.    Rivadavia,  Felipe  ", argentina
30," alzate,  lucas    ",  arg
20,"   AMENABAR, CARLOS  ",Chileno
64, eric   pérez    ,  br   
40, Bastian Amenabar    ,  arg
65,   DOCTOR FELIPE LÓPEZ    ,  brasilero
54,"RODRÍGUEZ,  JUAN  ",  arg
38,alexis  gonzález ,  brasilero
49,"lópez, luis     ", otros
63,"cardona,    rodrigo   ", chilena
63, ing  gaspar pérez    ,brasil
63,"   Licenciado  Rodríguez,    Juan    ",  chileno
46,"gonzalez,    federico ",brasil
22," Fernández, Javier  ", chileno
23,señor  leandro    sanchez , Brasil
26,"Lic. martín, tomas ", otros
33,  matias    alsina ,  chi   
47,   Luis Flores   ,  chileno
36,Doctor Esteban  Flores   ,--
49,"LONDOÑO, ALONSO  ",uy
19,Licenciado Mateo Pérez    ,Uruguay
25,diego centenera  ,  uy   
49,"aguirre,    julián  ", chilena
40,"   PROF.    ORONDO, ANDRÉS ",  uruguayo
64,"fanon, andrés    ", brasileño
22,"fernández, david ",ar
47,Juan Castro    ,  chi   
22,"ING.    GONZÁLEZ,    LEANDRO ",  uruguayo
21,"   SR. LICASTRO,  MARTÍN    ",--
33,RODOLFO  SILVA ,ch
40,mateo mendoza ,Chileno
60,"ALZATE,    JAVIER  ",  uruguayo
22,martin   fabricci   ,  --
19,  Franco López ,brasil
61,"DOCTOR GONZALEZ, FELIPE   ", Brasil
61,"mango, alonso    ", chileno
54,gabriel    mactas    , argentina
50,vicente rodríguez      ,brasil
45," García, Emilio    ",  br   
18,Juan    Mango ,  chi   
44, señor   carlos gonzález , Brasil
37,DAMIAN GÓMEZ   , uruguay
40,"cardona, sebastian ",  argentino   
34,"Aguirre,  Cristian   ", brasileño
51,  Ing Diego    Sánchez   ,  brasilero
26,"   mango,   fidel     ",  uy   
20,  cristobal  gómez     ,argentino
49,vicente garcía , argentina
32,"pérez, néstor ",  uruguayo
22,Emilio Rodríguez   , argentina
49," castañeda,   maximo  ",  chi   
65,"  pérez,  matias ",  argentino   
65,david pérez    , uruguay
24,"pérez,  luis ",--
29," gonzález, martin  ", Brasil
33,"Gutierrez,    Abel   ",  uy   
35,   pablo perez  ,brasil
22,"orondo, pablo ",ar
62,"  prof.  castañeda, julio  ", chilena
60,eric guevara    ,  chi   
23,"sr. castro,  rodrigo ",  br   
24,"Martínez, Julián ",  uy   
54,"  alzate, mateo ",--
19,"   Nicastro, Alexis ",ar
43, Matias Fernández   , Brasil
54,"rivadavia, matias   ",otros
20,"   LIC MUÑOZ,    JONÁS ", argentno
30,Cristobal Martínez ,  uy   
20,  alexis gonzález    ,  chileno
51,"González, Ernesto ",  chi   
51,"gómez, alexander ",  chi   
46,  RODOLFO FERNÁNDEZ  ,uy
53,   jorge  mango      , chileno
38,  Jorge   Guevara    ,ar
41,   Señor   Rodolfo  Pérez     ,brazil
45,"  flores, gustavo   ",--
59,Benjamin  Riglos   ,  Otros 
41,"lic. gonzález,   franco ",  brasilero
39,"Hernández, Juan      ",  uy   
22,damian silva ,  --
52,"Aristizabal, Jonás   ", argentina
49,  INGENIERO    CAMILO  RAMIREZ    ,  arg
49,"amenabar, thomas    ",  brasilero
41," gómez, juan    ",--
32,"López,   Carlos   ",  --
20,  Renato Antonello   ,  brasilero
57,"centenera,    ernesto    ",  uruguayo
22,"García, Julio ", Uruguayo
64,pablo castañeda , chilena
51,"GUTIERREZ, JUAN ", Brasil
54,Juan   Perez     ,  argentino   
49,"SANCHEZ, AMARO  ",  argentino   
58,"FERTUCHELLI,    ALONSO ",ch
36,"  doctor martínez, amaro    ", chilena
52,"garcía,  camilo ",brazil
64, Alexander Sacado ,  arg
30,"  garcía, fernando ",ch
53,   agustin  martín ,  --
30,   lucas orondo    , chilena
44,Tomas  Gonzalez ,  uy   
19," Rivadavia, Carlos    ",  argentino   
18,"  marchet,    martín      ",  Otros 
58,Victor   Aristizabal  , chileno
65,"Lic.  lópez, gaspar ",  chi   
36,  Mateo   Ramirez   ,brazil
40,"   doctor rodríguez, tomas ",  Otros 
65,martin   sánchez       ,  br   
18,"lópez, alexis      ",  br   
32,"  lic pérez,    camilo ",  uy   
47,  Maximo Contreras    ,brasil
52,   Lic. Pablo    García   ,  uy   
51,   Ing.  Jorge Aristizabal ,Uruguay
27," centenera, sebastian   ",  chi   
54, Ignacio López     ,  --
31,andrés   gómez ,  br   
58,Santiago Fertuchelli   ,  uy   
44,   benjamin lópez ,  br   
25,  ignacio flores     ,  br   
19,matias amenabar      ,brasil
26,"Ing Cardona, Nicolas   ",  chi   
43,lic. bastian    aristizabal   , uruguay
40,  Juan  Gómez ,  br   
24,"mango, pablo ",ar
32,   Federico Sánchez ,ar
28,  MATEO PÉREZ  ,  chi   
52,   martin nicastro     ,brazil
33,"ing.    riglos, francisco ",argentino
33,"GUEVARA, NICOLAS  ",  uruguayo
31,"   FLORES, JULIAN  ", argentno
60,SEBASTIAN RIVADAVIA      ,ar
57,BRUNO RAMIREZ ,brasil
24,david lópez ,brazil
65,néstor    hernández , Uruguayo
21,"gonzález, tomas ",  chi   
29," ramirez,    joaquin    ",  br   
51,"lic   hernández,   agustin ",  arg
52,bruno  fernández  ,  chi   
33,"garcía, fernando     ", brasileño
58,"  Castro, Renato ", argentno
26, tomas flores , uruguay
38, agustin alzate ,  argentino   
50,thomas  rojas     , argentno
61,  fidel montoya , brasileño
36,"muñoz,  rodrigo ", uruguay
26,"Ingeniero Guevara, Luis   ",Chileno
31,ing. pablo gonzález    , Uruguayo
20,"  Martín, Lucas   ",  uruguayo
28,julian   castañeda     ,ch
40,   sebastian londoño  ,  br   
41,"Muñoz,   Sebastian ", chilena
53,"riglos,    sebastian    ", chileno
25,"   hernández, rodolfo   ", Uruguayo
22,Franco Silva  ,brasil
18,"martínez, amaro ",brasil
31,"SANCHEZ, VICTOR    ",  Otros 
56,"López,    Alonso ", otros
23,"   garcía, damian    ", uruguay
59,luciano flores   ,--
53," CASULLO, LEANDRO ",  Otros 
57,"   garcía, mateo    ",  br   
32,"Soto, Bastian   ", Brasil
25,mateo sánchez ,ch
54,"Marchet,    Bruno ",Uruguay
63,   JULIO VIEY  ,  brasilero
43,"  guevara, francisco ",  chileno
59,"hernández, camilo  ",  arg
33,DR. FERNANDO GARCÍA , Brasil
43," prof. montoya, carlos   ",ar
56,   lucas   sepúlveda       ,  arg
48,"gonzalez,  felipe  ", brasileño
19,"Gonzalez, Jose ", Brasil
46,"RODRÍGUEZ, JULIAN ", argentina
33,"  aguirre,   lucas ", brasileño
60,Camilo Rojas  , uruguay
39,"Castro, Cristian   ",Uruguay
18,"guevara, rodrigo ", chileno
35, ALEXANDER   MANGO     ,Chileno
48,"   gonzález, abel ",brazil
34,Sr.   Jorge  Pérez  , brasileño
49,"García, Jose    ",  arg
64,luciano sánchez , Uruguayo
45,"licenciado gutierrez, matias    ",brasil
58, PROF. FIDEL    ORONDO ,  br   
20,  Lic. Maximiliano   Martín ,  brasilero
35,ing david alsina    , brasileño
52, Alexander    Contreras ,  --
64,"Rojas,   Bruno ",ar
35,"ing. gonzález, camilo    ",  chi   
32,SEBASTIAN AGUIRRE ,uy
24," PÉREZ,  CRISTIAN  ",otros
63,LICENCIADO  LUCIANO LUPO , uruguay
23,"   Prof. Gómez, Gustavo  ",--
57,Lic. Jorge Gómez   ,brazil
20,"   Licenciado López, Angel   ",  br   
30,"lópez, santiago   ",Chileno
65,javier riglos      ,  --
21,Sebastian   García ,Uruguay
41,"  Castro, Esteban  ", brasileño
28,"CASULLO,  JORGE ", Uruguayo
36,renato soto   ,  argentino   
26,Gabriel Riglos ,brazil
44,"Doctor   Castañeda,   Abel    ",argentino
19," Sacado, Vicente    ", chilena
56,  DR. FRANCO ARISTIZABAL ,  br   
35,Lic.    Ignacio Pérez , uruguay
65,"pérez, tomas ",  br   
25,"López, Martín ",  Otros 
55,alexis    fernández    ,  brasilero
21,"Pérez,   Francisco   ",uy
49,"  MANGO,    JOAQUIN   ", uruguay
65,"Pérez, Jose ",brazil
60,Lucas López      ,ar
38,  lic renato mango ,otros
45,"martínez, emilio ",Chileno
42,  pablo   rodríguez       ,uy
33,"castro,    santiago ",brazil
36,"castañeda, agustin ",uy
37,juan amenabar    ,otros
29,"Dr. hernández,   bruno    ",  Otros 
23,   thomas guevara ,  Otros 
41,RODOLFO FANON    ,ch
48,camilo gómez ,  chileno
20,"  doctor  silva,    pablo ",argentino
50,jorge rodríguez    ,  chi   
30,Julio  Gómez   ,  arg
50,"  GÓMEZ,  AGUSTIN   ", brasileño
18,"gómez,    fidel ",  brasilero
32,"Perez, Gaspar   ",uy
25,   ING. NÉSTOR CASULLO    , argentno
20,IGNACIO GUEVARA   ,brasil
44,"fernández,    juan     ",uy
64,licenciado vicente   alzate , argentno
25,néstor perez  , argentno
21,DR.   RODOLFO RIVADAVIA , chilena
34,"Fernández, Benjamin   ",brazil
19, luis martínez    ,  --
34,Jonás Muñoz     ,  brasilero
63,"   contreras, amaro  ",otros
44,"ing centenera,    ignacio   ",  uy   
39,maximiliano sánchez ,  uy   
37,bruno  contreras  , otros
46,"sanchez, jose ", argentina
52," londoño, matias ",--
49,benjamin  rodríguez ,argentino
48,"ing    sanchez,    julián    ",  --
24,"gómez, felipe ",  chileno
18,daniel  centenera ,brazil
61,DOCTOR FRANCO LONDOÑO ,  brasilero
56,  bastian    pérez   , uruguay
58,"alsina, daniel    ", chileno
62,"cardona, rodolfo ", uruguay
41,"Martínez, Angel   ",  chi   
31,   MATIAS AGUIRRE    ,  Otros 
47,"Guevara,    Victor   ",  argentino   
50,"MARTÍNEZ, SEBASTIAN    ", Brasil
56,"garcía,    camilo    ",argentino
27,BASTIAN LUPO ,  chi   
24,Ing    Pablo Mendoza    , argentno
42,"CARDONA, GUSTAVO    ", Brasil
40,Juan Martínez     ,uy
36,"  Ing. Aristizabal,    Carlos      ",otros
59,Ingeniero Javier   Alzate  ,  arg
57,"  mactas, juan ",  brasilero
51,"centenera,  martin      ",brazil
40,"Señor    Díaz,   Rodrigo  ",brasil
21,"ing. viey, federico ",  chileno
49,Maximo Silva , brasileño
60,Matias Fernández     ,  uruguayo
26,"guevara, martín ", argentno
37," alzate,   andrés    ",  chi   
37,javier  aristizabal ,Chileno
59,   ing.    martin martínez     ,argentino
61,FIDEL    FERTUCHELLI   , uruguay
25,David González ,  argentino   
46,"guevara, daniel     ",  arg
40,damian  garcía     , Uruguayo
19,"ing.   garcía, santiago   ",  brasilero
26,"Antonello, Renato ", chilena
41,Lic. Juan Licastro    ,  br   
65,  GASPAR CASTRO   ,otros
39, sebastian   fernández      ,  br   
40,  Cristobal Sacado , argentina
56,angel sacado    , Brasil
43,"SOTO,    ESTEBAN   ",  Otros 
44,"lópez,   luis ",  chi   
62," López, Julián ",  --
36,"gómez, matias ",argentino
18,alexander    mactas    ,  brasilero
33, David Centenera   ,  argentino   
21,"Gómez, Vicente   ", Brasil
38,"sánchez,  alexander  ",Uruguay
46,"Ing    Castañeda,  Ignacio ", Uruguayo
27,Fidel García ,  arg
37,"rodríguez, julio ", brasileño
42,"González, Luis ", Brasil
45,martin  gómez   , Uruguayo
39,"Mango,  Juan    ",  Otros 
35,"CARDONA,  ALONSO ",uy
54,"rodríguez, joaquin   ",  uy   
62," señor guevara, lucas   ",  arg
55,"Sánchez, Carlos   ", argentno
52," castañeda, rodolfo  ", Uruguayo
36,"MUÑOZ, FRANCISCO ", chilena
61,"gómez, nicolas    ",  chileno
38,SEBASTIAN SACADO    , uruguay
53,"  centenera, sebastian     ",otros
35,"   rojas, jorge   ",brasil
45,"  castro, luciano ", chileno
35,   lic. julian antonello  ,  uruguayo
59,"martínez, damian ",Uruguay
62,Sebastian   Viey   ,Uruguay
64,"   Rodríguez,  Eric  ",  uruguayo
54,  VICTOR PÉREZ ,  brasilero
58,Gabriel  Rojas       , chileno
34,"gómez, matias  ",  --
56,Julián  González ,  arg
61,BRUNO ARISTIZABAL    ,  Otros 
60,   cristobal centenera ,Chileno
30,"   ing   martínez, juan      ", Brasil
25,"lic   gonzález,  cristobal    ",  uy   
32,carlos pérez  , otros
36,"mendoza, ernesto ",  uy   
30,   PABLO  LONDOÑO ,ch
43,"rodríguez, bastian    ",otros
54,  luciano martín , chileno
20, Eric Rojas ,brazil
31,"sepúlveda,   cristobal     ",  argentino   
36,Lic. Amaro Martín  ,  br   
24,  Ing Bastian Orondo   ,  --
36,"Prof.    Montoya, Amaro       ", brasileño
37, LUCIANO  LÓPEZ  , uruguay
64,"   matas, jonás ",Uruguay
26,nicolas   castañeda ,  chileno
56,EMILIO RODRÍGUEZ ,brasil
45,"Fernández,   Gabriel  ", otros
33,alexis muñoz , chileno
25,"   ROJAS, ALONSO ", brasileño
38,"martínez, victor    ", Brasil
59," alzate, néstor  ",  brasilero
19,"  Gonzalez, Fernando     ", argentno
54,VICENTE  RODRÍGUEZ  ,  uruguayo
27,Dr. Franco Matas ,  chileno
38, Cristobal    Viey    ,uy
39,SANTIAGO PEREZ   ,--
20,lic. julián   orondo   ,  uruguayo
25,"rojas,    francisco ", uruguay
43,"gómez,  lucas ",Uruguay
31,alonso pérez    , uruguay
41,  JORGE HERNÁNDEZ  ,Chileno
33,"Lupo,    Tomas ",otros
64,"  fernández, matias    ", Brasil
50,   FRANCO MONTOYA ,  uruguayo
45,"londoño, cristobal  ",ar
18,"Viey,  Luis ", argentno
39, julio sanchez , Brasil
41,"pérez, felipe ",argentino
40,"Sr. Pérez, Julian ",Uruguay
40,tomas  gonzález       ,otros
55,"castro, lucas ",uy
49,Dr. luis guevara   ,  arg
32,"fernández, amaro ", chilena
50,   maximo rodríguez ,  chileno
28," Alsina, Martín ",  chi   
50,  renato  lópez    , chilena
58,"PÉREZ, ESTEBAN ",ar
34,julián fanon   ,brasil
48,Lic. Cristian  Sanchez ,  arg
51," silva, renato    ",ch
61,"SILVA,    GASPAR   ", chileno
19,GABRIEL   GUTIERREZ    ,Chileno
50,cristobal casullo     ,  uy   
55,"González,    Sebastian    ",--
59,alonso marchet ,otros
32,"gutierrez, maximo    ", chilena
55," señor sacado, felipe ",  chi   
29," ING. RODRÍGUEZ, JOSE   ",  uy   
38," HERNÁNDEZ, JOSE ",brasil
22,gaspar alzate     ,  uy   
30,"   CENTENERA,  JULIÁN    ", chileno
62,bruno garcía ,otros
41,"FERTUCHELLI,  DAVID    ", Uruguayo
41,tomas fanon , Uruguayo
52,JULIAN MACTAS    , Brasil
29, david gonzalez   ,  brasilero
25," Ing Mendoza, Cristian ", argentina
28,"pérez, matias   ",  brasilero
52, Dr. juan  riglos   ,ar
50,Dr. matias londoño ,Uruguay
30,"  garcía,   juan ",argentino
28,joaquin lópez ,  arg
23,"ANTONELLO, RENATO    ",  --
61,DIEGO MONTOYA    , otros
