titulo,nombre,apellido,edad,nacionalidad
Ing.,Jose,Rodríguez,29,Uruguaya
,Jose,Hernández,38,Brasileña
,Gaspar,Alzate,22,Uruguaya
,Julián,Centenera,30,Chilena
,Bruno,García,62,Otra
,David,Fertuchelli,41,Uruguaya
,Tomas,Fanon,41,Uruguaya
,Julian,Mactas,52,Brasileña
,David,Gonzalez,29,Brasileña
Ing.,Cristian,Mendoza,25,Argentina
,Matias,Pérez,28,Brasileña
Dr.,Juan,Riglos,52,Argentina
Dr.,Matias,Londoño,50,Uruguaya
,Juan,García,30,Argentina
,Joaquin,López,28,Argentina
,Renato,Antonello,23,
,Diego,Montoya,61,Otra
,Daniel,Martín,43,Argentina
,Felipe,Fernández,27,Argentina
,Mateo,Sánchez,44,Brasileña
,Agustin,Mango,49,Argentina
,Jorge,Mango,63,Chilena
,Benjamin,López,57,Chilena
,Felipe,García,61,Uruguaya
Ing.,Sebastian,Rodríguez,56,Uruguaya
,Luis,Silva,29,Brasileña
,Alexis,Mactas,35,Uruguaya
,Felipe,Sánchez,21,Chilena
,Lucas,Orondo,46,Argentina
,Camilo,Flores,44,
,Gabriel,Viey,29,Brasileña
Ing.,Rodrigo,Matas,31,
Lic.,Luis,Fabricci,29,Brasileña
,Gaspar,Rodríguez,18,Brasileña
,Santiago,Pérez,58,Chilena
,Leandro,Fabricci,63,Chilena
,Emilio,Rodríguez,58,Chilena
Prof.,Julio,Mendoza,57,Argentina
,Sebastian,Rodríguez,20,Uruguaya
,Sebastian,Martínez,58,Uruguaya
,Benjamin,Ramirez,30,Uruguaya
,Cristobal,Licastro,35,Otra
,Julian,Matas,63,Brasileña
,Thomas,Fabricci,21,Argentina
,Sebastian,González,50,Brasileña
,Ernesto,Gómez,50,Chilena
,Julian,García,19,Otra
,Rodrigo,Contreras,58,Uruguaya
,Andrés,Díaz,51,Brasileña
Lic.,Jose,Fertuchelli,37,
,Carlos,Montoya,30,Argentina
Lic.,Santiago,Rodríguez,41,Chilena
,Mateo,Sánchez,64,Otra
,Abel,González,24,Chilena
,Joaquin,Marchet,60,Uruguaya
,Carlos,Pérez,23,Brasileña
,Alexis,Mango,24,Brasileña
,Matias,Gómez,51,Argentina
,Amaro,Orondo,20,Otra
,Amaro,Martínez,44,Uruguaya
,Ignacio,Fernández,29,
,Luis,Cardona,24,Argentina
,Juan,Ramirez,18,Argentina
,Cristian,Rojas,51,Argentina
Ing.,Jorge,Rodríguez,37,Argentina
Ing.,Cristobal,González,54,Chilena
,Ernesto,Gutierrez,22,Chilena
,Benjamin,Orondo,61,Otra
,Renato,Amenabar,52,Argentina
,Agustin,Sanchez,43,Chilena
,Carlos,Silva,44,Brasileña
,Julian,Hernández,18,Argentina
,Bastian,González,55,Chilena
,Cristobal,Pérez,46,Argentina
Dr.,Vicente,Perez,57,Otra
,Ignacio,Antonello,28,Chilena
,Rodrigo,Martínez,26,Brasileña
,Julian,Cardona,25,
,Juan,González,19,Brasileña
,Javier,Viey,55,
Ing.,Emilio,Alzate,32,
,Renato,Martínez,39,Chilena
,Jonás,Alzate,47,Brasileña
,Martin,Matas,33,
,Julián,Martínez,33,Uruguaya
,Ignacio,Martínez,18,Uruguaya
,Francisco,Pérez,31,
,Diego,Marchet,55,Chilena
Ing.,Federico,González,32,Chilena
,Sebastian,Pérez,37,Brasileña
,Agustin,López,33,Argentina
,Tomas,Fertuchelli,35,Argentina
,Amaro,González,40,Chilena
,Gabriel,Sanchez,35,Argentina
,Fidel,López,42,Uruguaya
,Agustin,Fertuchelli,45,Chilena
,Carlos,Orondo,51,Brasileña
,Santiago,Flores,32,Chilena
,Leandro,Rivadavia,34,Brasileña
,Juan,Pérez,64,Uruguaya
,Camilo,Pérez,54,Chilena
,Cristobal,Mendoza,45,Otra
,Francisco,Londoño,35,Chilena
,Fernando,Hernández,23,Brasileña
,Luciano,Rodríguez,46,Uruguaya
,Javier,Martínez,31,Chilena
,Camilo,Guevara,57,Uruguaya
,Ignacio,Viey,48,Otra
,Luis,Mendoza,35,Chilena
,Gustavo,Gutierrez,53,Otra
Prof.,Leandro,Licastro,24,Brasileña
,Santiago,Sanchez,45,Chilena
Dr.,Rodrigo,Castro,43,Uruguaya
,Vicente,Martín,62,Chilena
,Diego,Mendoza,46,Uruguaya
,Juan,Díaz,63,Brasileña
,Rodolfo,Aguirre,53,Argentina
Lic.,Fidel,Rodríguez,48,Uruguaya
,Jorge,Antonello,40,Argentina
,Julián,Pérez,22,Argentina
,Esteban,Lupo,41,
,Javier,Alzate,58,Argentina
,Matias,Martín,29,
Dr.,Alexis,Gonzalez,24,Argentina
,Damian,González,44,Chilena
,Diego,Aguirre,64,Argentina
,Emilio,Sánchez,55,Argentina
Dr.,Julián,Martínez,65,Chilena
,Carlos,Alzate,31,
,Alexander,Rodríguez,41,Argentina
,Nicolas,López,44,Uruguaya
,Néstor,González,31,Argentina
,Javier,Pérez,24,Brasileña
,Renato,Orondo,23,Argentina
,Jorge,Mango,29,Brasileña
,Matias,González,25,Uruguaya
Lic.,Eric,Díaz,54,
,Federico,Castañeda,25,Brasileña
,Franco,Martínez,46,Brasileña
,Luciano,Fernández,25,Uruguaya
Lic.,Joaquin,Castro,48,Argentina
,Gustavo,Fanon,41,Chilena
Dr.,Juan,González,37,
,Sebastian,Gómez,37,Argentina
Lic.,Javier,Guevara,40,Otra
,Fernando,Martínez,36,Chilena
,Pablo,Hernández,28,Argentina
,Amaro,Rodríguez,33,Brasileña
,Daniel,Castro,35,Otra
Lic.,Juan,Rodríguez,24,Chilena
,Martín,Fernández,32,Brasileña
,Jorge,Sepúlveda,22,Chilena
,Gustavo,Sánchez,53,Brasileña
,Angel,Martín,39,Argentina
,Juan,Martín,23,Brasileña
,Emilio,Matas,32,Chilena
,Bruno,García,63,Argentina
,Gaspar,Castro,65,Argentina
,Mateo,Rodríguez,55,Brasileña
,Franco,Cardona,54,Chilena
,Carlos,Fabricci,60,Uruguaya
,Martin,Rodríguez,45,Otra
,Jorge,Lupo,19,Argentina
,Martin,Viey,63,Brasileña
,Gustavo,González,51,Otra
,Jonás,Pérez,49,Brasileña
Ing.,Martin,Fernández,42,Chilena
,Maximo,Pérez,46,Otra
Lic.,Ignacio,Cardona,27,Brasileña
,Lucas,Fernández,63,Uruguaya
,Maximo,Nicastro,53,Brasileña
,Agustin,Soto,55,Brasileña
,Ernesto,González,56,Otra
,Luciano,Castañeda,41,Argentina
,Fernando,Soto,20,Otra
,Francisco,Antonello,31,Argentina
Dr.,Martín,Aristizabal,65,Brasileña
,Rodrigo,Aristizabal,25,Chilena
,Sebastian,Castañeda,29,Otra
,Martín,Sánchez,27,Chilena
,Ignacio,Mendoza,37,Uruguaya
,Agustin,Martín,50,Brasileña
,Emilio,Pérez,21,Argentina
,Renato,Licastro,46,Uruguaya
,Federico,Fabricci,19,Argentina
Lic.,Sebastian,García,46,Brasileña
,David,Fanon,24,Brasileña
,Tomas,Muñoz,42,Brasileña
,Matias,Amenabar,31,Uruguaya
,Alonso,López,25,Otra
Lic.,Rodrigo,Gómez,19,Uruguaya
,Benjamin,Casullo,38,Brasileña
,Thomas,Castañeda,46,Brasileña
,Angel,Rivadavia,25,Otra
Prof.,Luciano,Casullo,39,Uruguaya
,Ernesto,Guevara,43,Brasileña
,Santiago,Martín,55,Uruguaya
,Sebastian,Fertuchelli,59,Brasileña
,Bastian,Licastro,53,Uruguaya
,Matias,Rojas,29,Brasileña
,Juan,Rodríguez,28,Chilena
,Gustavo,Cardona,28,
,Fidel,García,65,Uruguaya
,David,Guevara,25,Argentina
,Martin,Sánchez,50,Argentina
,Amaro,Viey,60,Argentina
,Lucas,Martínez,46,Uruguaya
Ing.,Eric,Matas,61,
,Matias,Viey,59,Argentina
,Matias,Aristizabal,23,Brasileña
Ing.,Cristobal,Rodríguez,28,Chilena
,Bruno,Antonello,42,Argentina
,Felipe,Flores,50,Otra
,Juan,Fabricci,25,Chilena
,Cristobal,Gómez,49,Otra
,Vicente,González,37,Argentina
,Sebastian,Rivadavia,50,Brasileña
Lic.,Emilio,Londoño,31,Chilena
,Carlos,Ramirez,24,Chilena
,Federico,Mactas,20,Brasileña
,Carlos,Fanon,48,Otra
,Franco,Licastro,54,Brasileña
,Jonás,García,35,Brasileña
,David,Rodríguez,51,Argentina
,Amaro,Aguirre,39,Brasileña
,Diego,Sánchez,27,Uruguaya
Ing.,Abel,Sánchez,40,Chilena
,Rodrigo,García,34,Chilena
,David,Alzate,57,Argentina
,Abel,Londoño,36,Brasileña
Dr.,Gabriel,Fanon,47,Argentina
,Lucas,Fabricci,48,Brasileña
,Thomas,Mango,18,Argentina
Lic.,Jorge,López,37,Argentina
,Camilo,Rodríguez,43,Uruguaya
,Martín,Viey,20,Chilena
,Sebastian,Martínez,40,Uruguaya
,Daniel,Martínez,60,Chilena
,Alexander,Centenera,37,Chilena
Lic.,Julián,Rivadavia,53,Argentina
,Maximo,Lupo,51,Chilena
Lic.,Damian,Casullo,26,Chilena
,Abel,Rodríguez,62,Argentina
,Gustavo,Guevara,62,
,Victor,Martínez,39,Uruguaya
,Maximiliano,Matas,28,Brasileña
Lic.,Maximo,Silva,65,Uruguaya
,Rodrigo,González,42,Brasileña
,Bastian,García,28,Brasileña
Lic.,Santiago,Viey,62,Chilena
,Agustin,Londoño,32,Chilena
,Mateo,Londoño,31,Chilena
,Eric,Pérez,63,Uruguaya
,Carlos,Pérez,41,Otra
,Luciano,Matas,48,Argentina
,Martín,Martínez,20,Otra
,Juan,Ramirez,56,
,Cristian,López,65,Otra
,Jonás,Riglos,22,Brasileña
Lic.,Cristobal,Marchet,37,Uruguaya
,Nicolas,Rodríguez,56,Chilena
Lic.,Alexander,Lupo,25,Otra
,Thomas,Pérez,39,Argentina
,Jose,Fanon,19,Argentina
,Camilo,Martínez,27,Uruguaya
,Carlos,Gonzalez,29,Brasileña
Lic.,Pablo,Rojas,40,
,Renato,Orondo,65,Chilena
Ing.,Alexis,Rivadavia,25,
,Matias,Fernández,37,Otra
,Sebastian,López,27,Chilena
,Andrés,Rojas,21,Otra
Ing.,Maximo,Marchet,55,Brasileña
,Jonás,Lupo,21,Argentina
,Luciano,Licastro,47,Brasileña
,Gaspar,López,18,Uruguaya
,Bastian,Mactas,34,Brasileña
,Jorge,Castañeda,24,Argentina
,Bruno,Martínez,30,Argentina
,Victor,Pérez,61,Argentina
,Maximiliano,Gómez,65,Chilena
,Andrés,Gómez,56,Argentina
,Sebastian,Castro,64,Chilena
,Fernando,Aristizabal,58,
Dr.,Alexis,Rodríguez,52,Chilena
,Gustavo,Sepúlveda,47,Chilena
,Matias,Antonello,44,Otra
,Luciano,Fanon,31,Brasileña
,Martín,Soto,63,Uruguaya
,Eric,Fertuchelli,36,
,Renato,Amenabar,64,Chilena
,Bruno,Muñoz,47,Argentina
,Gaspar,Gómez,48,Uruguaya
,Diego,Gutierrez,39,Chilena
,Matias,Martín,24,Chilena
,Jorge,Viey,50,Uruguaya
,Julián,González,35,Otra
,Matias,Castro,23,Argentina
,Renato,Perez,32,Chilena
,Alonso,López,35,Chilena
,Sebastian,López,56,Brasileña
,Matias,Contreras,31,Uruguaya
,Alexander,Aristizabal,39,Chilena
Dr.,Pablo,Rivadavia,54,Uruguaya
Prof.,Gustavo,García,60,
,Sebastian,Alzate,18,Chilena
,Pablo,Sanchez,60,Argentina
,Mateo,González,61,Brasileña
,Renato,Gómez,60,Otra
,Andrés,Fernández,59,Brasileña
,Federico,Gómez,32,Uruguaya
,Esteban,Flores,49,
,Matias,López,45,Otra
,Fidel,Fanon,32,Argentina
,Santiago,García,48,Chilena
,Rodolfo,Castañeda,30,Chilena
,Felipe,Gutierrez,29,Uruguaya
,Jorge,Fernández,30,Uruguaya
,Julian,López,56,Brasileña
,Emilio,Marchet,62,Uruguaya
,Esteban,Castro,60,Brasileña
,Maximiliano,Aguirre,58,Brasileña
,Alexis,García,24,Chilena
,Fernando,Sepúlveda,23,Uruguaya
,Bruno,Sánchez,29,Uruguaya
,Carlos,Sacado,31,
Lic.,Martin,Gómez,23,Otra
Lic.,Luis,Martínez,64,Chilena
,Fernando,Castro,32,Otra
,Lucas,Castañeda,29,Argentina
,Jose,Sacado,26,Uruguaya
,Juan,Martínez,40,Argentina
Lic.,Alonso,Alzate,46,Brasileña
,Luciano,Marchet,44,Brasileña
,Franco,Lupo,21,Argentina
,Tomas,Pérez,54,Brasileña
,Amaro,Rivadavia,50,Chilena
,Rodrigo,Sepúlveda,27,Chilena
Lic.,Rodolfo,Martínez,46,Otra
Lic.,Francisco,Mango,53,Argentina
,Diego,Matas,19,Chilena
,Thomas,Nicastro,36,Chilena
,Santiago,Díaz,61,Uruguaya
,Angel,López,45,Argentina
,Carlos,Cardona,36,Otra
,Mateo,Licastro,27,Argentina
Lic.,David,Rodríguez,24,Otra
,Juan,Fabricci,24,Brasileña
,Julio,Gonzalez,32,Uruguaya
,Santiago,Pérez,37,Argentina
,Ernesto,Pérez,43,Brasileña
Ing.,Gaspar,Martínez,56,Uruguaya
,Abel,López,47,
,Andrés,Rivadavia,23,Brasileña
,Santiago,López,59,Brasileña
,Diego,López,26,Uruguaya
,Julián,López,42,Otra
Lic.,Pablo,Castañeda,36,Uruguaya
Ing.,Juan,González,35,Uruguaya
,Mateo,Hernández,37,
,Amaro,Riglos,44,Brasileña
Ing.,Andrés,González,18,Chilena
,Luciano,Gómez,39,Brasileña
,Rodolfo,Marchet,22,Uruguaya
,Agustin,García,31,Brasileña
,Renato,Castañeda,20,Argentina
,Rodrigo,Rodríguez,43,Brasileña
,Amaro,Martínez,26,Argentina
,Martin,Castañeda,36,
Ing.,Abel,González,63,Argentina
,Abel,López,18,Brasileña
,Tomas,Rodríguez,26,
Lic.,Camilo,Díaz,29,Otra
Ing.,Eric,Sanchez,57,Brasileña
,Thomas,Sánchez,65,Argentina
Ing.,Jose,Rivadavia,52,Otra
,Emilio,Martínez,28,Chilena
,Martín,Orondo,38,Chilena
,Ignacio,Martínez,50,Brasileña
,Renato,Aguirre,58,Chilena
,Martín,Gómez,42,Argentina
,Juan,Martínez,61,Chilena
,Felipe,Viey,24,Chilena
,Eric,Contreras,50,Uruguaya
,Victor,Aguirre,59,Uruguaya
Ing.,Sebastian,Flores,48,Chilena
,Thomas,Aristizabal,31,Brasileña
,David,Gutierrez,60,Brasileña
,Damian,Fernández,24,Brasileña
,Ernesto,Rodríguez,32,Brasileña
,Benjamin,González,18,Argentina
,Matias,Rodríguez,64,Argentina
,Carlos,Castro,27,Chilena
Lic.,Tomas,Riglos,45,Otra
Lic.,Esteban,Guevara,58,Uruguaya
,Gabriel,Martínez,58,Argentina
,Nicolas,Díaz,26,Chilena
,Ignacio,Perez,56,Uruguaya
,Cristian,Matas,31,
Prof.,Julio,García,50,Chilena
Ing.,Lucas,Silva,60,Brasileña
,Juan,Ramirez,42,Chilena
Ing.,Joaquin,Sánchez,27,Uruguaya
,Sebastian,Guevara,42,Otra
Lic.,Felipe,Cardona,43,Brasileña
,Matias,Castro,23,Argentina
,Vicente,Martínez,38,Argentina
,Maximiliano,Antonello,36,Chilena
,Rodolfo,González,52,Argentina
,Rodolfo,Nicastro,55,Otra
,Jose,López,36,Brasileña
,Carlos,Pérez,54,Otra
,Fernando,Licastro,61,Brasileña
,Luciano,Perez,44,Argentina
Lic.,Jonás,Fernández,25,Brasileña
,Juan,Rodríguez,53,Uruguaya
,Alexis,Sánchez,49,Chilena
Prof.,Ernesto,Gómez,37,Argentina
,Pablo,López,43,Chilena
Lic.,Daniel,Orondo,31,Otra
Lic.,Federico,Londoño,26,Argentina
,Agustin,Martínez,40,Chilena
,Felipe,López,62,Uruguaya
,Javier,López,53,Chilena
,Julian,Contreras,43,Chilena
,Bastian,Alzate,31,Otra
,Eric,Orondo,42,Argentina
,Carlos,Rodríguez,51,Argentina
,Federico,Aristizabal,61,Argentina
,Vicente,Guevara,58,Brasileña
,Damian,Martínez,19,Argentina
,Emilio,Rojas,35,Argentina
Lic.,Rodolfo,Sanchez,25,Argentina
,Jorge,Sánchez,64,
,Rodolfo,Mactas,31,Chilena
,Jorge,Sánchez,23,Otra
,Jonás,Alzate,33,Argentina
,Alexis,Gómez,63,Chilena
,Lucas,Sanchez,25,Brasileña
,Pablo,González,55,Uruguaya
,Rodrigo,Alzate,28,Argentina
,Emilio,Castro,65,Uruguaya
Dr.,Maximo,Rodríguez,34,Argentina
,Bruno,García,38,Uruguaya
,Tomas,Amenabar,56,Chilena
,Alexander,Castro,27,Chilena
,Carlos,López,38,Chilena
,Thomas,Castañeda,38,
,Thomas,Fertuchelli,65,Chilena
,Vicente,Rivadavia,47,Chilena
,Fidel,Castro,31,Brasileña
,Nicolas,Fanon,31,Argentina
,Juan,Martínez,19,Chilena
,Julio,Rodríguez,31,Uruguaya
,Gabriel,Fertuchelli,30,Uruguaya
,Abel,Martínez,55,Uruguaya
,Victor,González,18,Uruguaya
,Damian,Rodríguez,58,Argentina
,Matias,Rojas,23,Brasileña
,Carlos,Contreras,20,Otra
,Juan,Nicastro,43,Brasileña
,Santiago,Pérez,29,Brasileña
,Sebastian,Flores,25,Chilena
,Gustavo,Pérez,27,Uruguaya
,Sebastian,Montoya,56,Chilena
,Gustavo,Muñoz,56,Uruguaya
,Andrés,Fernández,54,Otra
,Jorge,Contreras,33,Brasileña
,Julián,Flores,22,Brasileña
,Jorge,Gómez,27,Chilena
Ing.,Julian,Sepúlveda,45,Brasileña
,Eric,Alzate,26,Uruguaya
,Gaspar,Gómez,37,Brasileña
,Gustavo,Sánchez,60,Argentina
,Matias,Fanon,43,Argentina
Ing.,Daniel,Rodríguez,39,Chilena
Lic.,Martin,Amenabar,39,Uruguaya
,Jose,Gutierrez,32,Argentina
,Juan,Cardona,27,Argentina
,Franco,Perez,37,Uruguaya
,Rodolfo,González,31,Brasileña
,Diego,Sepúlveda,54,Uruguaya
,Julio,Fernández,40,Argentina
,Diego,Mactas,34,Chilena
,Julio,González,61,Otra
,Eric,Martínez,29,
,Sebastian,López,58,Uruguaya
Dr.,Camilo,Mactas,61,Uruguaya
Lic.,Camilo,Fernández,43,Uruguaya
,Julio,Hernández,62,Uruguaya
Lic.,Andrés,González,24,Chilena
,Camilo,Contreras,44,Brasileña
,Ignacio,Matas,45,Uruguaya
,Joaquin,Fabricci,42,Uruguaya
,Matias,Sánchez,31,Brasileña
,Matias,Fertuchelli,27,Argentina
,Julian,Alsina,25,Chilena
,Leandro,Soto,43,Argentina
,Eric,López,43,Brasileña
,Rodrigo,Guevara,21,Uruguaya
,Abel,Sánchez,47,Chilena
,Luciano,Licastro,45,Otra
,Pablo,Gómez,58,Chilena
,Luis,Perez,42,Chilena
,Renato,Sánchez,64,Otra
Ing.,Daniel,Lupo,22,Argentina
,Eric,Fertuchelli,36,Brasileña
,Esteban,Alsina,42,Uruguaya
,Alexis,Lupo,39,Uruguaya
,Lucas,Rojas,46,Chilena
,Martin,Sánchez,44,Brasileña
Lic.,Julio,Aguirre,26,Uruguaya
,Ignacio,Rodríguez,20,Brasileña
,Carlos,López,60,
,Emilio,Sepúlveda,30,Otra
,Luciano,Pérez,59,Uruguaya
,Maximo,González,26,
,Matias,Martínez,36,Argentina
,Federico,Sepúlveda,49,Uruguaya
,Jorge,Perez,51,Argentina
,Santiago,Casullo,34,Chilena
Ing.,Nicolas,Nicastro,19,Argentina
Dr.,Alexander,Licastro,24,Uruguaya
Ing.,Jorge,Rojas,21,Brasileña
,Maximo,Silva,26,Chilena
,Matias,García,48,Argentina
,Abel,Matas,43,Argentina
,Bastian,Pérez,39,
Ing.,Martin,Flores,42,Uruguaya
,Néstor,Ramirez,51,Brasileña
,Lucas,Castro,39,Uruguaya
,Luciano,López,31,Chilena
Ing.,Lucas,Alzate,62,Brasileña
Dr.,Maximo,Rojas,30,Uruguaya
,Matias,Sepúlveda,38,Chilena
,Tomas,Hernández,54,Chilena
,Renato,Martín,37,Brasileña
,Luis,González,48,
Lic.,Abel,Fabricci,19,Chilena
,Francisco,García,63,Chilena
,Daniel,López,35,Chilena
Ing.,Victor,Rodríguez,61,Otra
Dr.,Bastian,Cardona,25,Chilena
,Ernesto,Gutierrez,19,Uruguaya
,Maximiliano,Licastro,46,Chilena
Ing.,Damian,Sacado,54,Brasileña
,Rodolfo,Pérez,28,Otra
,Thomas,Martínez,50,Brasileña
,Maximiliano,Gómez,62,Otra
,Vicente,Muñoz,26,Brasileña
,Sebastian,González,49,Chilena
,Ignacio,Martínez,38,
,Nicolas,Gutierrez,65,
,Jorge,Fertuchelli,64,Argentina
,Tomas,Silva,32,Uruguaya
,Francisco,Castañeda,33,Brasileña
,Julio,Gómez,20,Brasileña
,Angel,Castañeda,64,Otra
,Matias,Castañeda,34,Brasileña
Lic.,Bruno,Martín,46,Uruguaya
,Daniel,Fanon,47,Brasileña
,Juan,Centenera,52,Chilena
Lic.,Pablo,Casullo,52,Uruguaya
,Gustavo,Flores,62,Argentina
,Jorge,Rodríguez,33,Chilena
,Amaro,Orondo,23,Brasileña
,Jose,García,37,Chilena
Lic.,Pablo,Soto,57,Brasileña
,Juan,López,43,Argentina
,Benjamin,Matas,28,Uruguaya
,Ernesto,Lupo,55,Uruguaya
,Jonás,Sanchez,30,Uruguaya
,Fidel,Pérez,20,Brasileña
,Martín,García,31,Chilena
,Matias,Sánchez,39,Brasileña
,Jorge,Martínez,57,Otra
Prof.,Angel,Contreras,19,Brasileña
,Vicente,Fabricci,30,Chilena
,Mateo,Sánchez,34,Chilena
,Sebastian,Fabricci,58,Uruguaya
,Nicolas,García,25,Otra
Dr.,Andrés,García,40,Argentina
,Felipe,López,20,Otra
,Lucas,Alzate,45,Argentina
,Carlos,Martínez,40,Uruguaya
,Eric,Licastro,35,Chilena
,Amaro,García,62,Chilena
,Javier,Pérez,53,Chilena
Ing.,Damian,González,58,Uruguaya
,Emilio,Martínez,24,Argentina
,Franco,López,51,Brasileña
Dr.,Martín,García,33,Brasileña
,Eric,López,23,Brasileña
,Tomas,Mendoza,44,Chilena
,Julián,Casullo,30,Uruguaya
,Bastian,Rojas,28,Argentina
,Diego,Riglos,55,Chilena
,Ernesto,García,47,Chilena
,Daniel,Rodríguez,60,Chilena
,Bruno,Fernández,40,Argentina
,Lucas,Silva,58,Uruguaya
,Luis,Muñoz,50,Uruguaya
,Pablo,Viey,64,Chilena
,Rodrigo,Rodríguez,24,Argentina
,Diego,Matas,20,Chilena
,Rodrigo,Rodríguez,18,
,Fidel,Fanon,42,Chilena
,Nicolas,Aristizabal,40,Otra
,Martín,Pérez,34,Uruguaya
,Julián,Silva,48,Brasileña
Lic.,Daniel,González,33,Argentina
,Julian,Fertuchelli,22,
Lic.,Javier,Castro,20,Chilena
,Eric,Rodríguez,46,Otra
,Julian,Amenabar,41,Brasileña
,Sebastian,Fanon,30,Argentina
,Bruno,Casullo,20,Otra
,Fidel,García,24,Uruguaya
,Matias,González,21,Uruguaya
,Francisco,Gutierrez,57,Brasileña
,Julián,Castro,38,Uruguaya
,Juan,García,29,Brasileña
,Lucas,Orondo,56,Argentina
,Tomas,Mango,21,Chilena
,Francisco,Viey,60,
Lic.,Bastian,Mendoza,62,Chilena
Prof.,Franco,Martínez,58,Chilena
,David,García,27,Otra
,Matias,Matas,26,Uruguaya
,Ernesto,Martínez,32,Argentina
,Matias,Mendoza,65,Brasileña
,Julián,García,41,Argentina
,Lucas,Pérez,53,Uruguaya
,Benjamin,Viey,49,Uruguaya
,Rodolfo,Perez,50,
,Rodolfo,Hernández,65,Brasileña
,Rodrigo,López,19,Brasileña
,Franco,Castañeda,22,Chilena
,Juan,Casullo,61,Otra
,Vicente,López,41,Uruguaya
,Julio,Sacado,43,Brasileña
,Francisco,Marchet,28,Argentina
,Federico,Martínez,26,Argentina
Ing.,Jonás,Mango,57,Brasileña
,Emilio,Ramirez,24,Argentina
,Matias,Alsina,63,Argentina
,Javier,Riglos,22,Otra
,Lucas,Sánchez,41,Chilena
,Andrés,Rodríguez,19,Brasileña
,Pablo,Londoño,54,Chilena
,Juan,Rodríguez,37,Chilena
,Sebastian,Rodríguez,20,Otra
Lic.,Lucas,Mango,29,Otra
Lic.,Daniel,Fabricci,49,Argentina
Ing.,Juan,Martínez,62,Brasileña
Prof.,Luis,Casullo,20,Brasileña
,Gabriel,Casullo,26,Brasileña
,Thomas,Fernández,36,
,Rodrigo,Fanon,50,Argentina
,Jorge,Gutierrez,35,Otra
,Mateo,Licastro,33,Chilena
,Matias,Mendoza,59,Argentina
,Eric,Gómez,61,Chilena
,Victor,Rodríguez,52,Argentina
Lic.,Joaquin,Gómez,51,Otra
,Amaro,Rivadavia,45,
,Nicolas,Martínez,45,Uruguaya
,Lucas,Gómez,47,Uruguaya
,Abel,Fernández,36,Argentina
,Fidel,García,63,Uruguaya
,Vicente,Rivadavia,26,Otra
,Franco,Martínez,53,
Lic.,Carlos,Sánchez,23,Uruguaya
,Gaspar,García,23,Uruguaya
,Mateo,Pérez,36,Uruguaya
,Angel,Gómez,21,Argentina
,Victor,Hernández,41,Brasileña
,Tomas,Hernández,53,Chilena
,Angel,López,34,Chilena
,Julián,Rojas,26,Otra
,Ernesto,Soto,30,Uruguaya
,Camilo,Viey,62,Otra
,Jonás,Martín,26,Uruguaya
,Jose,Castro,42,Uruguaya
,Cristobal,Rojas,30,Uruguaya
,Rodrigo,Martín,63,
,Matias,Gonzalez,44,Argentina
,Matias,Rodríguez,21,Otra
,Sebastian,Fernández,43,Chilena
Ing.,Jose,Amenabar,59,Brasileña
Dr.,Eric,Viey,61,Argentina
,Luciano,Perez,35,Brasileña
Lic.,Fernando,Fernández,59,Argentina
,Victor,Hernández,55,Uruguaya
,Gaspar,Casullo,32,Argentina
,Emilio,Martínez,40,Uruguaya
,Sebastian,Fernández,58,Uruguaya
,Jorge,Muñoz,18,Argentina
,Abel,González,41,Uruguaya
Dr.,Alexis,Martínez,33,Uruguaya
,Vicente,Aristizabal,65,
,Jonás,Mactas,25,Argentina
,Santiago,Fabricci,37,Argentina
Ing.,Jonás,Centenera,54,Chilena
,Jose,Gonzalez,62,Chilena
Ing.,Maximo,Mactas,65,
,Tomas,Guevara,38,
,Benjamin,Rojas,58,Argentina
,Néstor,Montoya,24,Otra
,Felipe,Sánchez,26,Uruguaya
,Federico,Hernández,56,Chilena
,Sebastian,Rodríguez,63,Otra
,Pablo,Fabricci,35,Brasileña
,Fernando,González,47,Argentina
Lic.,Victor,García,36,Chilena
,Javier,García,61,Brasileña
,Luis,Sanchez,63,
,Renato,González,19,Uruguaya
,Juan,Martín,52,Otra
,Vicente,Castañeda,40,Uruguaya
,Ernesto,Licastro,64,Argentina
Dr.,Damian,Gómez,58,Chilena
Dr.,Ignacio,Sepúlveda,33,Chilena
,Franco,Alzate,58,Brasileña
,Cristian,Sepúlveda,61,
,Sebastian,Casullo,59,Uruguaya
Dr.,Santiago,Sepúlveda,32,
,Jorge,Orondo,37,Otra
Prof.,Tomas,Contreras,52,Otra
,Juan,Fernández,55,Uruguaya
Ing.,Santiago,Licastro,36,Argentina
,Leandro,Fertuchelli,48,Argentina
Ing.,Fernando,Rodríguez,62,Brasileña
Ing.,Lucas,Amenabar,47,Uruguaya
,Cristobal,Nicastro,25,Chilena
,Rodolfo,Lupo,42,Argentina
,Jose,Riglos,42,
Lic.,Sebastian,Matas,27,Brasileña
Dr.,Daniel,Gómez,51,Argentina
,Carlos,Fertuchelli,59,Uruguaya
,Santiago,Centenera,51,Argentina
Dr.,Jose,Rojas,49,Otra
,Diego,Fernández,24,Brasileña
,Santiago,López,18,Uruguaya
,Jose,Sanchez,62,Chilena
,Alonso,Mactas,59,Brasileña
,David,Gutierrez,41,Chilena
,Cristian,García,46,Uruguaya
